id,importanceSampling
1,-391.492089
2,-394.904374
3,-384.259462
4,-392.877690
5,-385.785184
6,-404.255748
7,-385.601733
8,-371.686818
9,-414.933105
10,-390.348798
11,-405.823426
12,-401.545991
13,-388.774806
14,-391.145797
15,-381.881347
16,-331.565111
17,-316.648504
18,-327.931941
19,-328.617923
20,-343.695410
21,-329.320255
22,-324.846486
23,-334.877277
24,-302.218356
25,-316.370419
26,-316.636861
27,-319.204391
28,-335.221098
29,-324.281022
30,-323.349529
31,-277.012384
32,-286.866165
33,-294.172064
34,-290.255499
35,-263.162141
36,-287.525802
37,-308.198004
38,-259.554086
39,-279.562562
40,-272.252629
41,-289.233207
42,-277.407640
43,-290.913157
44,-287.781508
45,-303.554961
