id,importanceSampling
1,-340.088729
2,-285.423089
3,-314.495980
4,-325.087071
5,-311.287804
6,-293.217425
7,-311.802102
8,-347.916368
9,-276.293302
10,-339.709787
11,-345.509870
12,-335.372482
13,-295.932648
14,-313.042954
15,-330.969871
16,-202.062431
17,-237.282154
18,-260.171049
19,-235.195694
20,-230.148567
21,-250.778189
22,-283.021286
23,-194.122645
24,-268.390257
25,-268.110818
26,-263.329617
27,-221.579382
28,-231.031493
29,-271.603878
30,-133.797491
31,-212.216759
32,-227.936883
33,-202.700094
34,-181.613576
35,-202.575756
36,-242.842766
37,-169.512848
38,-229.795909
39,-228.224461
40,-227.759097
41,-185.269268
42,-193.071890
43,-230.970798
44,-70.410784
45,-233.362229
