id,importanceSampling
1,-362.923379
2,-357.064286
3,-302.242327
4,-370.597312
5,-327.929655
6,-368.383112
7,-346.823738
8,-273.077212
9,-279.154752
10,-362.153676
11,-343.981791
12,-281.983982
13,-312.382100
14,-356.098990
15,-363.005984
16,-289.647716
17,-226.979104
18,-290.942360
19,-243.413381
20,-296.469069
21,-275.623529
22,-205.908242
23,-228.792646
24,-295.841945
25,-261.777236
26,-232.396125
27,-246.481812
28,-283.988685
29,-293.419570
30,-265.465810
31,-197.069047
32,-249.639953
33,-209.475223
34,-250.465329
35,-237.709291
36,-166.133472
37,-161.204086
38,-259.434550
39,-216.224489
40,-175.928048
41,-223.210419
42,-240.396651
43,-252.684088
44,-231.619095
45,-250.644266
